종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"064550","바이오니아","우량기업부","30000","-500","-1.64","30400","30450","29500","261976","7813231150","774308730000","25810291"
"314930","바이오다인","기술성장기업부","11050","-470","-4.08","11550","11610","11050","133179","1508335270","68318779750","6182695"
"208710","바이오로그디바이스","벤처기업부","663","2","0.30","661","665","654","66151","43687792","41504021442","62600334"
"086820","바이오솔루션","기술성장기업부","16950","-340","-1.97","17500","17540","16950","27421","470844610","138031070700","8143426"
"038460","바이오스마트","벤처기업부","3440","-60","-1.71","3495","3495","3405","99234","340085905","73261311920","21296893"
"251120","바이오에프디엔씨","기술성장기업부","12690","-180","-1.40","12810","12840","12670","12265","156373530","110348433000","8695700"
"199730","바이오인프라","벤처기업부","10580","-210","-1.95","10850","10850","10260","13042","136669270","50750852860","4796867"
"086040","바이오톡스텍","벤처기업부","5710","-80","-1.38","5740","5800","5710","47408","271901940","91121590370","15958247"
"099430","바이오플러스","벤처기업부","6810","40","0.59","6870","6880","6720","258980","1759048350","394509183840","57930864"
"032980","바이온","중견기업부","1056","-17","-1.58","1073","1083","1052","114863","122558277","42554307840","40297640"
"308080","바이젠셀","기술성장기업부","4970","5","0.10","4965","4980","4875","41855","205756275","95253727800","19165740"
"043150","바텍","우량기업부","30900","-50","-0.16","30750","30950","30600","16451","505151150","458996510400","14854256"
"323990","박셀바이오","기술성장기업부","19850","-1050","-5.02","20750","20800","19700","299309","5985530780","456415020000","22993200"
"267790","배럴","중견기업부","7100","-10","-0.14","7110","7260","7040","8148","57704050","56008350000","7888500"
"046310","백금T&A","중견기업부","2845","-5","-0.18","2845","2850","2820","57116","161727260","46711033645","16418641"
"331520","밸로프","중견기업부","889","-8","-0.89","881","896","860","79710","70175564","45218442710","50864390"
"438700","버넥트","기술성장기업부","7300","-200","-2.67","7500","7500","7270","66553","486964360","80712377000","11056490"
"066410","버킷스튜디오","관리종목(소속부없음)","1153","0","0.00","0","0","0","0","0","96978744678","84109926"
"382900","범한퓨얼셀","벤처기업부","18520","590","3.29","17820","18750","17770","38836","708057340","162253720000","8761000"
"206400","베노티앤알","중견기업부","4395","80","1.85","4300","4445","4270","105983","463970885","132286370760","30099288"
"019010","베뉴지","중견기업부","2025","-45","-2.17","2035","2255","2005","613416","1304233015","97605000000","48200000"
"177350","베셀","벤처기업부","632","-21","-3.22","653","653","628","2169816","1378567966","50489208416","79887988"
"299910","베스파","투자주의환기종목(소속부없음)","6880","0","0.00","0","0","0","0","0","32483121920","4721384"
"424760","벨로크","벤처기업부","1515","-10","-0.66","1525","1525","1495","13136","19825170","29421303030","19420002"
"225530","보광산업","우량기업부","5560","50","0.91","5520","5590","5470","23108","127548640","202043322120","36338727"
"250000","보라티알","우량기업부","11170","40","0.36","11260","11260","11000","18883","209882510","75405687610","6750733"
"310210","보로노이","기술성장기업부","37400","-1450","-3.73","38650","39350","37200","128217","4859837200","650715381800","17398807"
"006910","보성파워텍","중견기업부","3240","-35","-1.07","3295","3315","3220","558306","1820946710","159180629760","49129824"
"226340","본느","중견기업부","2200","-40","-1.79","2240","2245","2185","171763","378065370","77854326000","35388330"
"014470","부방","중견기업부","2515","5","0.20","2510","2540","2470","144889","363235235","151031433900","60052260"
"008470","부스타","벤처기업부","4405","-15","-0.34","4420","4475","4385","5859","25914055","37023144000","8404800"
"338220","뷰노","기술성장기업부","34400","-1300","-3.64","35650","35650","34150","404872","14070085450","470920829600","13689559"
"100120","뷰웍스","우량기업부","27700","150","0.54","27550","27800","27400","9956","274036100","277051660500","10001865"
"406820","뷰티스킨","중견기업부","13940","-100","-0.71","14030","14030","13650","12806","175317950","49264517600","3534040"
"337930","브랜드엑스코퍼레이션","우량기업부","5060","40","0.80","4930","5140","4860","201260","1008612175","148088940340","29266589"
"099390","브레인즈컴퍼니","벤처기업부","6980","-340","-4.64","7360","7420","6980","48052","341988520","57293815340","8208283"
"064480","브리지텍","벤처기업부","8070","-30","-0.37","8050","8170","7930","131395","1057293030","96456675000","11952500"
"288330","브릿지바이오테라퓨틱스","기술성장기업부","3205","0","0.00","3205","3475","3145","135085","440446245","75769818445","23641129"
"365900","브이씨","벤처기업부","3990","40","1.01","3950","4430","3930","22981","94807235","29168097000","7310300"
"251630","브이원텍","벤처기업부","9160","-80","-0.87","9140","9350","9020","89658","822499590","146036835760","15942886"
"018290","브이티","우량기업부","16170","-990","-5.77","17000","17260","16110","637279","10581289560","578853773190","35798007"
"044480","블레이드 Ent","중견기업부","856","-39","-4.36","881","896","851","94838","82044547","29359724008","34298743"
"439580","블루엠텍","기술성장기업부","15070","-300","-1.95","15460","15460","15020","96655","1462184410","160933494480","10679064"
"033560","블루콤","중견기업부","3325","160","5.06","3165","3325","3120","92877","302473660","56857500000","17100000"
"369370","블리츠웨이","벤처기업부","2310","0","0.00","2305","2335","2270","12199","27930265","114569374920","49597132"
"126340","비나텍","우량기업부","45100","-500","-1.10","45500","45800","44850","18401","832298600","261733204700","5803397"
"121800","비덴트","관리종목(소속부없음)","3320","0","0.00","0","0","0","0","0","256309348520","77201611"
"148140","비디아이","관리종목(소속부없음)","6140","0","0.00","0","0","0","0","0","120570191460","19636839"
"082800","비보존 제약","투자주의환기종목(소속부없음)","3020","-45","-1.47","3085","3205","3020","177377","556271045","145599379300","48211715"
"318410","비비씨","중견기업부","11470","10","0.09","11370","11600","11320","8203","93398260","63718637210","5555243"
"419540","비스토스","벤처기업부","2145","15","0.70","2110","2195","2095","162327","346520980","49318936095","22992511"
"146320","비씨엔씨","벤처기업부","21000","50","0.24","20750","21200","20400","76854","1595353400","268651383000","12792923"
"200780","비씨월드제약","벤처기업부","6690","0","0.00","6630","6690","6520","9535","62896880","59490048960","8892384"
"413640","비아이매트릭스","벤처기업부","9180","-90","-0.97","9270","9270","9080","48027","437912310","66159709200","7206940"
"141000","비아트론","우량기업부","8180","-70","-0.85","8180","8200","8120","6850","55790070","99098327800","12114710"
"083650","비에이치아이","중견기업부","10330","-110","-1.05","10420","10680","9970","756628","7790561570","319655393750","30944375"
"445360","비엔케이제1호스팩","SPAC(소속부없음)","2085","-5","-0.24","2100","2100","2075","3767","7836510","8986350000","4310000"
"473370","비엔케이제2호스팩","SPAC(소속부없음)","2030","5","0.25","2030","2030","2020","57255","115954465","8546300000","4210000"
"142760","비엘","기술성장기업부","2440","-140","-5.43","2555","2580","2255","2233545","5405481655","78751100040","32275041"
"065170","비엘팜텍","중견기업부","412","-14","-3.29","415","418","403","473495","194369845","36655870308","88970559"
"086670","비엠티","우량기업부","11840","-220","-1.82","12000","12150","11830","20088","239531010","108042060160","9125174"
"335890","비올","벤처기업부","9220","-180","-1.91","10350","10350","8920","16861101","160708260830","538624332500","58419125"
"230980","비유테크놀러지","벤처기업부","243","-1","-0.41","252","252","239","1019405","247811980","22676895351","93320557"
"138580","비즈니스온","벤처기업부","13100","60","0.46","13040","13340","12970","58655","773478600","295485735300","22556163"
"082920","비츠로셀","우량기업부","18320","-810","-4.23","19180","19220","18180","168789","3140108460","414134592000","22605600"
"054220","비츠로시스","벤처기업부","548","4","0.74","555","555","536","49879","27146424","26940008252","49160599"
"042370","비츠로테크","우량기업부","8050","20","0.25","8050","8150","7960","166814","1342351290","210910201250","26200025"
"050090","비케이홀딩스","중견기업부","1011","-4","-0.39","1053","1053","1010","46657","48219226","20002367085","19784735"
"307870","비투엔","벤처기업부","1608","-70","-4.17","1669","1688","1588","337827","545894875","54669095952","33998194"
"357880","비트나인","기술성장기업부","5490","-10","-0.18","5500","5520","5380","39373","213578690","57337318440","10443956"
"032850","비트컴퓨터","벤처기업부","6900","0","0.00","6900","7110","6750","360756","2495042800","114700721700","16623293"
"148780","비플라이소프트","기술성장기업부","1499","-13","-0.86","1496","1530","1483","219487","330030214","47137141775","31445725"
"238200","비피도","기술성장기업부","5340","180","3.49","5150","5800","5120","979459","5386369890","43681200000","8180000"
"093190","빅솔론","우량기업부","5420","-10","-0.18","5480","5480","5360","23089","124671890","104274865100","19238905"
"065450","빅텍","벤처기업부","5100","-30","-0.58","5180","5240","5010","981110","4988583140","146129280000","28652800"
"210120","빅텐츠","중견기업부","18390","-110","-0.59","18350","18790","17290","45512","829215980","57829377900","3144610"
"072950","빛샘전자","벤처기업부","5790","-30","-0.52","5820","5890","5710","126708","736834250","46624611900","8052610"
"143240","사람인","우량기업부","18000","0","0.00","18020","18200","17810","37299","672225680","210298734000","11683263"
"452430","사피엔반도체","기술성장기업부","41600","-2100","-4.81","42800","43300","39650","347349","14257753400","324516441600","7800876"
"419120","산돌","중견기업부","10260","-150","-1.44","10390","10700","10210","92929","968761620","79533734760","7751826"
"122350","삼기","중견기업부","1975","-5","-0.25","1970","2000","1950","75482","148378904","75720370300","38339428"
"419050","삼기이브이","중견기업부","2830","-30","-1.05","2835","2860","2775","831697","2338441310","161865359200","57196240"
"014970","삼륭물산","중견기업부","3810","-60","-1.55","3830","3840","3755","9413","35555680","57626250000","15125000"
"018310","삼목에스폼","우량기업부","23600","-800","-3.28","24250","24600","22200","96004","2256164000","346920000000","14700000"
"053700","삼보모터스","우량기업부","5290","-90","-1.67","5370","5400","5280","151943","808701440","121020335100","22877190"
"009620","삼보산업","중견기업부","1001","26","2.67","987","1019","973","688711","689433928","50105957902","50055902"
"023600","삼보판지","우량기업부","10840","70","0.65","10770","10890","10710","13547","146661170","175282800000","16170000"
"425290","삼성스팩6호","SPAC(소속부없음)","2275","-15","-0.66","2290","2295","2255","28444","64661675","12558000000","5520000"
"439250","삼성스팩7호","SPAC(소속부없음)","9970","0","0.00","9970","9970","9950","2336","23265570","34914940000","3502000"
"448740","삼성스팩8호","SPAC(소속부없음)","9760","0","0.00","9720","9770","9720","5831","56872610","45520640000","4664000"
"468510","삼성스팩9호","SPAC(소속부없음)","2050","-10","-0.49","2060","2060","2040","60600","124115560","22652500000","11050000"
"009300","삼아제약","우량기업부","16260","-30","-0.18","16290","16360","16200","8951","145541030","103576200000","6370000"
"225190","삼양옵틱스","우량기업부","9270","170","1.87","9150","9320","9110","18624","171700690","94087607760","10149688"
"361670","삼영에스앤씨","기술성장기업부","4330","-115","-2.59","4495","4500","4330","4061","17813795","24540959140","5667658"
"054540","삼영엠텍","중견기업부","3945","-30","-0.75","3955","4005","3925","48520","192152250","51285000000","13000000"
"065570","삼영이엔씨","벤처기업부","2855","-80","-2.73","2910","2980","2855","64543","186558730","36209953580","12682996"
"032280","삼일","중견기업부","1782","12","0.68","1770","1784","1758","29362","51979406","28892617380","16213590"
"002290","삼일기업공사","중견기업부","3470","20","0.58","3435","3485","3425","12873","44345980","43028000000","12400000"
"037460","삼지전자","중견기업부","8340","30","0.36","8340","8390","8280","22932","191324100","136096473480","16318522"
"032750","삼진","우량기업부","5150","20","0.39","5170","5170","5000","16478","83209400","41528909900","8063866"
"054090","삼진엘앤디","벤처기업부","1390","-19","-1.35","1390","1427","1385","98476","137912285","34693332480","24959232"
"000250","삼천당제약","중견기업부","77800","-2100","-2.63","80300","80800","77500","354579","27960494200","1824991321600","23457472"
"024950","삼천리자전거","우량기업부","5250","0","0.00","5210","5250","5190","18568","97146520","69686279250","13273577"
"038500","삼표시멘트","우량기업부","3020","0","0.00","3010","3030","3005","53843","162463415","325907244120","107916306"
"017480","삼현철강","우량기업부","5010","15","0.30","4995","5030","4970","18377","91817470","78671478900","15702890"
"046390","삼화네트웍스","중견기업부","1707","-9","-0.52","1707","1726","1700","113716","194291545","73696196631","43172933"
"027580","상보","중견기업부","1835","19","1.05","1816","1845","1792","1029983","1875376831","108597646965","59181279"
"038540","상상인","우량기업부","3805","90","2.42","3715","3805","3635","80592","300168595","210524230965","55328313"
"101000","상상인인더스트리","중견기업부","3455","395","12.91","3105","3485","3040","1688969","5593912280","64882992840","18779448"
"415580","상상인제3호스팩","SPAC(소속부없음)","2095","0","0.00","2080","2095","2070","38754","80350735","11124450000","5310000"
"452670","상상인제4호스팩","SPAC(소속부없음)","2015","0","0.00","2025","2025","2005","8790","17678140","10518300000","5220000"
"091580","상신이디피","우량기업부","18220","-110","-0.60","18200","18390","17910","164769","2994786150","248306150180","13628219"
"263810","상신전자","중견기업부","4265","110","2.65","4145","4290","4145","113948","482333685","60753722270","14244718"
"089980","상아프론테크","우량기업부","19130","-200","-1.03","19290","19410","19100","51732","990903310","305870277810","15989037"
"042940","상지카일룸","중견기업부","525","50","10.53","560","593","506","30788691","16917439781","55363580475","105454439"
"042600","새로닉스","우량기업부","24000","-550","-2.24","24300","24600","23850","17869","431171500","298165776000","12423574"
"107600","새빗켐","벤처기업부","58000","-1000","-1.69","58800","58800","57700","15000","871185600","281969610000","4861545"
"411080","샌즈랩","기술성장기업부","8240","110","1.35","8130","8320","8130","59744","491450990","124384761120","15095238"
"252990","샘씨엔에스","기술성장기업부","6450","-130","-1.98","6500","6580","6380","410771","2652543550","341195873250","52898585"
"378800","샤페론","기술성장기업부","3405","-140","-3.95","3480","3530","3350","351186","1199026005","78556860555","23071031"
"294630","서남","기술성장기업부","5650","-110","-1.91","5670","5820","5600","1046986","5956840030","132992293350","23538459"
"038070","서린바이오","우량기업부","10430","330","3.27","11010","12240","10430","6114461","70075264300","90748050680","8700676"
"006730","서부T&D","우량기업부","7360","-170","-2.26","7460","7520","7360","269563","1991959740","453105453760","61563241"
"079650","서산","중견기업부","1478","22","1.51","1456","1748","1456","767771","1211710962","29560000000","20000000"
"100660","서암기계공업","중견기업부","4970","110","2.26","5030","5100","4900","455060","2273838425","62622000000","12600000"
"019770","서연탑메탈","우량기업부","4475","50","1.13","4445","4520","4385","146608","653453805","52133750000","11650000"
"043710","서울리거","중견기업부","663","-17","-2.50","680","680","656","120874","80279394","33281857440","50198880"
"092190","서울바이오시스","중견기업부","3410","15","0.44","3460","3460","3345","18329","62000895","156411186030","45868383"
"046890","서울반도체","우량기업부","10040","30","0.30","9980","10050","9910","177714","1771210340","585386216000","58305400"
"063170","서울옥션","우량기업부","10220","-430","-4.04","10590","10610","10200","142200","1466306680","181653008740","17774267"
"027040","서울전자통신","중견기업부","395","0","0.00","399","400","390","413680","163104481","27487594565","69588847"
"018680","서울제약","중견기업부","3410","10","0.29","3400","3410","3380","3054","10365540","39758277790","11659319"
"093920","서원인텍","우량기업부","5740","-10","-0.17","5720","5750","5670","26655","152093670","106764000000","18600000"
"189860","서전기전","벤처기업부","4045","-55","-1.34","4075","4115","4040","15441","62667360","39231565100","9698780"
"178320","서진시스템","우량기업부","22750","1150","5.32","21750","23400","21750","700672","15921599650","854959605500","37580642"
"122690","서진오토모티브","중견기업부","3670","-30","-0.81","3670","3700","3550","129249","471109605","77907240770","21228131"
"140070","서플러스글로벌","우량기업부","3775","-50","-1.31","3805","3855","3765","119759","453457020","139629700000","36988000"
"011370","서한","우량기업부","845","-23","-2.65","876","876","845","499961","428502382","85256160925","100894865"
"065710","서호전기","우량기업부","19200","-90","-0.47","19290","19400","19200","6506","125520000","98880000000","5150000"
"035890","서희건설","우량기업부","1308","-3","-0.23","1314","1332","1303","371647","487683367","300589461756","229808457"
"357550","석경에이티","기술성장기업부","64100","0","0.00","63700","64200","62600","9263","587411000","349665500000","5455000"
"003100","선광","우량기업부","18120","-40","-0.22","18160","18210","17850","9442","170400350","119592000000","6600000"
"067370","선바이오","기술성장기업부","8850","-630","-6.65","9230","9450","8850","51450","465035610","108974961750","12313555"
"171090","선익시스템","중견기업부","43400","-2650","-5.75","44300","45650","42250","1290460","56320104200","409763921000","9441565"
"086710","선진뷰티사이언스","중견기업부","7650","-70","-0.91","7700","7730","7590","26984","206192040","93355092000","12203280"
"014620","성광벤드","우량기업부","10930","-530","-4.62","11630","11680","10930","832332","9358051630","312598000000","28600000"
"037350","성도이엔지","우량기업부","4000","-60","-1.48","4040","4040","3965","18280","72917705","61880000000","15470000"
"081580","성우전자","중견기업부","2170","-15","-0.69","2185","2210","2165","52041","113466005","33652670310","15508143"
"045300","성우테크론","중견기업부","3830","-35","-0.91","3865","3865","3810","20139","76913570","38145206720","9959584"
"015750","성우하이텍","우량기업부","9690","-10","-0.10","9680","9980","9600","2024328","19826578820","775200000000","80000000"
"365340","성일하이텍","기술성장기업부","91600","-1700","-1.82","92500","93100","91500","37321","3430400300","1108807924000","12104890"
"080470","성창오토텍","중견기업부","4820","5","0.10","4815","4865","4785","4218","20326295","35186000000","7300000"
"043260","성호전자","우량기업부","1484","-22","-1.46","1505","1512","1484","232442","347375057","79253589856","53405384"
"148150","세경하이테크","우량기업부","8760","160","1.86","8470","8940","8440","413131","3617098790","309690904680","35352843"
"188260","세니젠","기술성장기업부","3675","35","0.96","3640","3720","3640","11510","42347785","24814842150","6752338"
"053060","세동","중견기업부","1634","-16","-0.97","1650","1655","1621","142061","232290008","28852222646","17657419"
"340440","세림B&G","벤처기업부","1729","27","1.59","1699","1734","1694","29198","50083614","49066191356","28378364"
"017510","세명전기","중견기업부","2795","-5","-0.18","2810","2820","2765","26776","74589450","42612570000","15246000"
"011560","세보엠이씨","우량기업부","9450","-40","-0.42","9500","9540","9350","102708","968009200","99508500000","10530000"
"396300","세아메카닉스","벤처기업부","4130","25","0.61","4085","4165","4050","192560","790691405","109401635000","26489500"
"100700","세운메디칼","우량기업부","2775","-5","-0.18","2780","2790","2745","49964","137680265","121545000000","43800000"
"024830","세원물산","우량기업부","7270","10","0.14","7300","7300","7220","550","3982450","60704500000","8350000"
"258830","세종메디칼","벤처기업부","410","-7","-1.68","417","421","407","917867","379202323","22699954220","55365742"
"036630","세종텔레콤","중견기업부","662","18","2.80","649","675","640","1410149","932242839","145640000000","220000000"
"039310","세중","투자주의환기종목(소속부없음)","2145","20","0.94","2125","2160","2120","6992","14943565","38870975715","18121667"
"067770","세진티에스","중견기업부","2725","35","1.30","2690","2835","2690","17259","47617995","22880715925","8396593"
"053450","세코닉스","중견기업부","7700","-180","-2.28","7840","7850","7650","143007","1103387530","113904583100","14792803"
"222810","세토피아","중견기업부","1392","-14","-1.00","1400","1408","1339","1541402","2112456988","105317815200","75659350"
"252500","세화피앤씨","중견기업부","846","3","0.36","843","850","839","42098","35455263","35097485940","41486390"
"321370","센서뷰","기술성장기업부","4100","-110","-2.61","4130","4275","4010","180403","740441675","107134558000","26130380"
"347000","센코","기술성장기업부","2910","5","0.17","2905","2925","2840","227225","652126340","96044480160","33004976"
"331920","셀레믹스","기술성장기업부","3950","20","0.51","3930","4035","3920","9233","36699035","32248384600","8164148"
"049180","셀루메드","벤처기업부","1615","-50","-3.00","1644","1655","1600","204921","332644012","69129630875","42804725"
"299660","셀리드","기술성장기업부","3810","-230","-5.69","4040","4055","3810","65813","256042455","51827342370","13602977"
"268600","셀리버리","관리종목(소속부없음)","6680","0","0.00","0","0","0","0","0","244941204600","36667845"
"108860","셀바스AI","벤처기업부","20250","590","3.00","19690","20350","19320","1477723","29520183510","545024497500","26914790"
"208370","셀바스헬스케어","벤처기업부","6070","0","0.00","6100","6180","6030","140916","858054750","155881023480","25680564"
"318160","셀바이오휴먼텍","벤처기업부","4180","-120","-2.79","4205","4205","4050","371257","1535115495","38710566180","9260901"
"068760","셀트리온제약","우량기업부","107800","-1300","-1.19","110100","112500","107800","266118","29188111100","4270283124800","39613016"
"068940","셀피글로벌","관리종목(소속부없음)","778","0","0.00","0","0","0","0","0","29766744466","38260597"
"060230","소니드","중견기업부","2095","0","0.00","2100","2145","2055","154958","325247515","82645548155","39448949"
"290690","소룩스","벤처기업부","2470","35","1.44","2450","2515","2390","2727512","6669285035","361832152500","146490750"
"950200","소마젠","외국기업(소속부없음)","4845","-50","-1.02","4945","4945","4820","7806","37958065","93198676785","19236053"
"032680","소프트센","중견기업부","737","4","0.55","724","750","709","3703499","2702877148","77820393068","105590764"
"032685","소프트센우","중견기업부","10720","-50","-0.46","10610","10740","10590","1325","14086220","3828562240","357142"
"258790","소프트캠프","벤처기업부","1491","26","1.77","1465","1515","1430","184911","272614255","37262004444","24991284"
"066910","손오공","중견기업부","3330","75","2.30","3260","3400","3240","999922","3328615385","112501582470","33784259"
"043100","솔고바이오","벤처기업부","533","-1","-0.19","649","683","531","15627399","9397159374","35422757864","66459208"
"035610","솔본","중견기업부","4665","25","0.54","4645","4670","4595","48672","225353625","127569076005","27345997"
"357780","솔브레인","우량기업부","287500","-7500","-2.54","288500","291500","282500","30456","8726024000","2236337725000","7778566"
"036830","솔브레인홀딩스","우량기업부","58200","100","0.17","57500","58700","57000","148261","8564912300","1220108059200","20964056"
"304100","솔트룩스","기술성장기업부","29800","5500","22.63","24900","30900","24550","7839334","230413316100","360395478400","12093808"
"328380","솔트웨어","벤처기업부","1441","34","2.42","1405","1477","1390","846764","1222835573","49372663098","34262778"
"086980","쇼박스","중견기업부","4050","170","4.38","3875","4050","3840","2186737","8903137285","253683900000","62638000"
"050960","수산아이앤티","벤처기업부","11290","0","0.00","11170","11300","11040","25233","281969770","76218790000","6751000"
"084180","수성웹툰","중견기업부","598","7","1.18","591","612","590","152570","91783790","69272343322","115840039"
"253840","수젠텍","우량기업부","6080","-50","-0.82","6170","6170","6030","19215","117255500","101673456640","16722608"
"298830","슈어소프트테크","벤처기업부","5400","-100","-1.82","5530","5530","5350","295863","1598733600","284142929400","52619061"
"236200","슈프리마","우량기업부","23700","-100","-0.42","23850","23850","23350","38218","898948300","170480570100","7193273"
"094840","슈프리마에이치큐","중견기업부","7410","10","0.14","7380","7480","7330","56946","421396860","77596334400","10471840"
"192440","슈피겐코리아","우량기업부","30600","-250","-0.81","30900","30900","30450","4257","130288550","190220707800","6216363"
"424960","스마트레이더시스템","기술성장기업부","11430","-370","-3.14","11780","11780","11350","128223","1472704110","176745976200","15463340"
"136510","스마트솔루션즈","관리종목(소속부없음)","11600","0","0.00","0","0","0","0","0","666441355600","57451841"
"099440","스맥","중견기업부","3710","-40","-1.07","3750","3785","3705","417015","1556724880","149302991740","40243394"
"033790","스카이문스테크놀로지","중견기업부","1318","0","0.00","1317","1318","1303","46619","60961365","22560337800","17117100"
"276040","스코넥","기술성장기업부","8160","160","2.00","7950","8240","7770","153977","1232495230","102444507840","12554474"
"159910","스킨앤스킨","투자주의환기종목(소속부없음)","791","-4","-0.50","794","810","742","180053","142132555","28013323534","35415074"
"115570","스타플렉스","중견기업부","2555","0","0.00","2555","2555","2540","6133","15638595","20400417940","7984508"
"330730","스톤브릿지벤처스","중견기업부","5350","470","9.63","4880","5590","4870","3138180","16602674965","97106940500","18150830"
"352090","스톰테크","중견기업부","7900","-110","-1.37","8000","8030","7800","67563","533201190","106148342100","13436499"
"253450","스튜디오드래곤","우량기업부","44900","-300","-0.66","45000","45250","44100","84364","3757146850","1349626560200","30058498"
"408900","스튜디오미르","벤처기업부","35300","-100","-0.28","35650","37200","34900","33526","1206281250","189227415000","5360550"
"204630","스튜디오산타클로스","투자주의환기종목(소속부없음)","308","0","0.00","307","311","297","1445876","441414644","37846173288","122877186"
"415380","스튜디오삼익","중견기업부","15860","-340","-2.10","16350","16350","15860","92761","1488169810","67016398280","4225498"
"013810","스페코","중견기업부","3855","40","1.05","3990","4200","3825","1333307","5259707390","56496836850","14655470"
"203690","스피어파워","벤처기업부","10410","530","5.36","10100","10750","9890","344413","3586053030","129321577020","12422822"
"049830","승일","중견기업부","9090","-30","-0.33","9050","9160","9000","524","4745790","55740898080","6132112"
"020710","시공테크","우량기업부","4290","-45","-1.04","4310","4335","4275","22698","97564345","86005791300","20047970"
"033170","시그네틱스","중견기업부","1875","65","3.59","1777","1887","1750","5772518","10549430315","160740598125","85728319"
"048870","시너지이노베이션","중견기업부","2815","15","0.54","2805","2840","2720","209932","584772210","232823988360","82708344"
"025320","시노펙스","우량기업부","10030","140","1.42","9640","10430","9150","16238537","159913588190","840693898080","83817936"
"269620","시스웍","관리종목(소속부없음)","889","0","0.00","0","0","0","0","0","132090012299","148582691"
"429270","시지트로닉스","기술성장기업부","10460","-20","-0.19","10520","10580","10350","14270","149028300","47135375000","4506250"
"418250","시큐레터","기술성장기업부","7930","-280","-3.41","8180","8230","7800","72091","578053430","63293628060","7981542"
"131090","시큐브","벤처기업부","938","-2","-0.21","941","947","932","41976","39381384","41272000000","44000000"
"232830","시큐센","벤처기업부","3395","-50","-1.45","3455","3470","3370","38723","132019945","39746867440","11707472"
"290520","신도기연","벤처기업부","3185","165","5.46","3020","3655","2995","618209","2081783540","50735017970","15929362"
"001000","신라섬유","중견기업부","1456","16","1.11","1421","1457","1421","24822","35694465","35348098240","24277540"
"025870","신라에스지","중견기업부","7020","-50","-0.71","7070","7070","6970","9365","65684170","28080000000","4000000"
"215600","신라젠","중견기업부","5620","330","6.24","5390","5680","5210","2128944","11652825260","578113242500","102867125"
"065350","신성델타테크","우량기업부","101400","500","0.50","100100","103500","99700","819111","82993282100","2786872327200","27483948"
"416180","신성에스티","중견기업부","42050","-3000","-6.66","44400","45500","41050","272728","11659067150","380122664900","9039778"
"162300","신스틸","중견기업부","3865","125","3.34","3810","4270","3805","11999354","48997805435","160286891430","41471382"
"290560","신시웨이","벤처기업부","11470","-270","-2.30","11640","11660","11300","15140","173351840","41657617720","3631876"
"002800","신신제약","중견기업부","6360","-120","-1.85","6450","6550","6320","185638","1191085180","96484380000","15170500"
"472220","신영스팩10호","SPAC(소속부없음)","2145","20","0.94","2130","2145","2125","13780","29499310","10060050000","4690000"
"419270","신영스팩7호","SPAC(소속부없음)","4375","-95","-2.13","4470","4470","4190","191425","820422205","18834375000","4305000"
"430220","신영스팩8호","SPAC(소속부없음)","2350","-5","-0.21","2345","2350","2310","23817","55496630","15886000000","6760000"
"445970","신영스팩9호","SPAC(소속부없음)","2250","5","0.22","2245","2265","2210","5315","11863655","12060000000","5360000"
"017000","신원종합개발","중견기업부","2905","15","0.52","2890","2910","2865","22435","64634225","33895618435","11668027"
"012790","신일제약","우량기업부","7200","0","0.00","7150","7220","7090","11350","81378610","86302188000","11986415"
"138070","신진에스엠","중견기업부","2960","80","2.78","2875","2985","2865","149957","441864940","51809483840","17503204"
"226330","신테카바이오","기술성장기업부","9720","320","3.40","9400","9790","9150","221823","2118660360","148312377000","15258475"
"418210","신한제10호스팩","SPAC(소속부없음)","2380","-40","-1.65","2415","2420","2380","4114","9836850","8710800000","3660000"
"452980","신한제11호스팩","SPAC(소속부없음)","1976","-3","-0.15","1980","1983","1975","63732","126137467","37356280000","18905000"
"393360","신한제8호스팩","SPAC(소속부없음)","2065","-10","-0.48","2075","2080","2065","78495","162984750","15177750000","7350000"
"405640","신한제9호스팩","SPAC(소속부없음)","3480","-220","-5.95","3630","3715","3400","237051","830523305","15781800000","4535000"
"056700","신화인터텍","중견기업부","2210","35","1.61","2165","2210","2140","123305","267262480","64388551110","29135091"
"187270","신화콘텍","벤처기업부","4875","95","1.99","4810","4920","4725","147143","713709315","49451244375","10143845"
"243840","신흥에스이씨","우량기업부","53000","1000","1.92","52300","53900","51500","91393","4840190800","412541771000","7783807"
"257720","실리콘투","벤처기업부","8910","-120","-1.33","9030","9090","8740","813412","7220613190","538068074940","60389234"
"222800","심텍","우량기업부","28650","250","0.88","28100","28800","27700","296476","8406885150","912621196950","31854143"
"036710","심텍홀딩스","우량기업부","2590","-65","-2.45","2650","2655","2560","124431","322550830","125226875550","48350145"
"160980","싸이맥스","우량기업부","19490","-210","-1.07","19280","20250","19150","105518","2076948790","212913496070","10924243"
"356890","싸이버원","벤처기업부","9530","160","1.71","9460","9800","9380","32636","310615290","45425030900","4766530"
"217330","싸이토젠","기술성장기업부","15360","300","1.99","15120","15700","15000","178042","2718726320","343207342080","22344228"
"010280","쌍용정보통신","중견기업부","910","-1","-0.11","907","921","890","271490","244987746","59262645260","65123786"
"208640","썸에이지","중견기업부","345","-2","-0.58","350","356","340","254368","88440887","48037887630","139240254"
