종목코드,종목명,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"056190","에스에프에이","우량기업부","25200","-1150","-4.36","26200","26300","25200","508036","12898777500","904900752000","35908760"
"080000","에스엔유","우량기업부","2740","-55","-1.97","2800","2820","2735","107886","298220690","94044663800","34322870"
"214310","에스엘에너지","투자주의환기종목(소속부없음)","306","0","0.00","0","0","0","0","0","22516276518","73582603"
"246250","에스엘에스바이오","기술성장기업부","5260","-50","-0.94","5310","5330","5240","9198","48595150","40365781780","7674103"
"041510","에스엠","우량기업부","74900","-200","-0.27","75000","75700","73700","77701","5808285300","1766855197800","23589522"
"007820","에스엠코어","중견기업부","5970","-210","-3.40","6290","6460","5900","2047616","12722255460","119602657620","20033946"
"109610","에스와이","벤처기업부","4845","385","8.63","5090","5240","4700","31788989","158681813730","236956353000","48907400"
"365330","에스와이스틸텍","중견기업부","3020","45","1.51","3195","3445","3015","3223495","10364636040","92442200000","30610000"
"031860","에스유홀딩스","중견기업부","195","-4","-2.01","195","197","182","8412401","1592244734","25409185425","130303515"
"306040","에스제이그룹","우량기업부","7940","-50","-0.63","7990","7990","7860","7202","56978120","78334674320","9865828"
"457940","에스케이증권제10호스팩","SPAC(소속부없음)","2340","10","0.43","2280","2345","2280","8219","19166150","7745400000","3310000"
"472230","에스케이증권제11호스팩","SPAC(소속부없음)","2095","0","0.00","2095","2105","2085","125721","262886770","8704725000","4155000"
"435870","에스케이증권제8호스팩","SPAC(소속부없음)","2240","0","0.00","0","0","0","0","0","8332800000","3720000"
"455910","에스케이증권제9호스팩","SPAC(소속부없음)","2265","20","0.89","2245","2280","2245","4050","9183910","11370300000","5020000"
"096630","에스코넥","중견기업부","1957","64","3.38","1875","1977","1857","6412123","12410567283","152009080651","77674543"
"069510","에스텍","벤처기업부","8530","40","0.47","8580","8580","8400","1138","9620470","93062300000","10910000"
"041910","에스텍파마","우량기업부","9890","0","0.00","9900","10080","9700","239236","2354283030","117673821070","11898263"
"234300","에스트래픽","벤처기업부","3955","-45","-1.13","4010","4015","3955","101309","402413985","108890017110","27532242"
"039440","에스티아이","우량기업부","36000","350","0.98","35150","36750","34700","568297","20427494300","569880000000","15830000"
"098660","에스티오","중견기업부","2025","29","1.45","1996","2055","1988","13423","27147398","25314476400","12500976"
"052020","에스티큐브","벤처기업부","6030","-100","-1.63","6130","6220","6030","206637","1258815080","281566321470","46694249"
"237690","에스티팜","우량기업부","77600","4100","5.58","79000","82000","76200","653369","51595568000","1459560940000","18808775"
"050760","에스폴리텍","중견기업부","1874","-6","-0.32","1877","1877","1844","12876","23880372","30611186572","16334678"
"288620","에스퓨얼셀","벤처기업부","15330","950","6.61","14380","15330","14300","64725","967718960","106992914280","6979316"
"443670","에스피소프트","벤처기업부","15730","-380","-2.36","16130","16250","15520","837722","13185033720","333429218980","21197026"
"317830","에스피시스템스","벤처기업부","10820","80","0.74","10740","11060","10740","76504","831180020","116572710760","10773818"
"058610","에스피지","우량기업부","30600","-350","-1.13","31200","31500","30350","388980","12005854350","678627216000","22177360"
"043340","에쎈테크","중견기업부","700","-2","-0.28","702","703","697","8440","5921108","66500000000","95000000"
"187660","에이디엠코리아","중견기업부","2855","0","0.00","2820","2905","2730","400365","1127094295","62342493750","21836250"
"054630","에이디칩스","투자주의환기종목(소속부없음)","263","0","0.00","263","265","260","347304","91013177","20963588243","79709461"
"200710","에이디테크놀로지","우량기업부","43150","300","0.70","42100","43750","41300","730934","31282649400","579378027350","13427069"
"096690","에이루트","중견기업부","413","-14","-3.28","440","448","411","1371757","579827615","69130396524","167385948"
"298380","에이비엘바이오","기술성장기업부","25250","-1900","-7.00","26700","27250","25250","1292718","33518380800","1209286609750","47892539"
"203400","에이비온","기술성장기업부","7300","30","0.41","7420","7690","7150","126693","938812080","160789748900","22025993"
"195990","에이비프로바이오","중견기업부","574","-5","-0.86","569","581","560","2134870","1217541976","163411899854","284689721"
"003800","에이스침대","우량기업부","25800","-50","-0.19","26000","26000","25800","799","20676700","286122000000","11090000"
"088800","에이스테크","중견기업부","2030","5","0.25","2050","2050","1999","354024","713069353","141949928190","69926073"
"241840","에이스토리","중견기업부","11260","-310","-2.68","11440","11570","11220","19547","221365020","107420332440","9539994"
"453860","에이에스텍","벤처기업부","29500","-600","-1.99","30150","30150","29450","18778","556531700","166887842500","5657215"
"312610","에이에프더블류","중견기업부","2085","-15","-0.71","2105","2115","2030","16141","33580000","42235611480","20256888"
"172670","에이엘티","벤처기업부","21400","-500","-2.28","21800","21950","21100","174767","3745728400","191749542600","8960259"
"445090","에이직랜드","벤처기업부","70200","-1800","-2.50","70800","73400","68700","633314","45205326200","749623960800","10678404"
"072990","에이치시티","우량기업부","9560","-290","-2.94","9850","9870","9470","20229","193281700","68550563160","7170561"
"227100","에이치앤비디자인","관리종목(소속부없음)","1110","0","0.00","0","0","0","0","0","17356669290","15636639"
"239610","에이치엘사이언스","우량기업부","15420","-160","-1.03","15580","15580","15260","2412","37045350","83146413300","5392115"
"462020","에이치엠씨제6호스팩","SPAC(소속부없음)","2060","-5","-0.24","2065","2065","2055","3098","6366855","8950700000","4345000"
"148930","에이치와이티씨","중견기업부","7090","10","0.14","7070","7170","6950","50342","355144600","72142260170","10175213"
"044780","에이치케이","벤처기업부","1584","11","0.70","1613","1613","1577","17554","27778591","29313166608","18505787"
"357230","에이치피오","중견기업부","4685","-130","-2.70","4840","4840","4680","75730","357612720","99086461625","21149725"
"355690","에이텀","기술성장기업부","13930","-180","-1.28","14120","14210","13910","22732","317820730","75183274600","5397220"
"071670","에이테크솔루션","우량기업부","10100","-40","-0.39","10130","10140","10030","22633","227872410","101000000000","10000000"
"045660","에이텍","우량기업부","15700","150","0.96","15300","15800","15060","190684","2958371090","129682000000","8260000"
"224110","에이텍모빌리티","벤처기업부","14920","-100","-0.67","15030","15070","14830","23159","345823200","79672800000","5340000"
"021080","에이티넘인베스트","우량기업부","2865","-15","-0.52","2860","2895","2820","310843","884729740","137520000000","48000000"
"089530","에이티세미콘","관리종목(소속부없음)","600","0","0.00","0","0","0","0","0","43367041800","72278403"
"200470","에이팩트","우량기업부","5910","1220","26.01","4705","6050","4700","31252432","178391774655","250359969630","42362093"
"262260","에이프로","벤처기업부","13200","-310","-2.29","13400","13400","13140","62471","827697570","190979606400","14468152"
"109960","에이프로젠 H&G","중견기업부","600","-30","-4.76","625","625","595","673629","407873176","68491365600","114152276"
"397030","에이프릴바이오","기술성장기업부","17050","750","4.60","16200","19150","15710","5266488","94197509050","368665841500","21622630"
"089970","에이피티씨","우량기업부","16090","240","1.51","15400","16290","15390","177695","2836833520","385847773550","23980595"
"230240","에치에프알","우량기업부","14380","80","0.56","14240","14380","13890","80022","1129587360","193972193880","13489026"
"230360","에코마케팅","우량기업부","11330","400","3.66","11000","11670","10930","609814","6922602520","366729768570","32368029"
"038870","에코바이오","중견기업부","5580","-30","-0.53","5650","5740","5550","111105","626252810","78203415420","14014949"
"097780","에코볼트","중견기업부","1028","-4","-0.39","1028","1035","1022","77109","78992641","69626787464","67730338"
"448280","에코아이","중견기업부","32050","0","0.00","32100","33250","31850","46839","1510998100","316559228150","9877043"
"101360","에코앤드림","우량기업부","60900","1200","2.01","60000","62700","58200","414178","25035408800","697626734700","11455283"
"128540","에코캡","벤처기업부","2445","-5","-0.20","2450","2450","2400","44700","107906810","65258174700","26690460"
"086520","에코프로","우량기업부","601000","-8000","-1.31","600000","602000","595000","159059","95134944000","16003228468000","26627668"
"247540","에코프로비엠","우량기업부","256500","-10000","-3.75","262000","262500","256500","493068","127434227500","25086044736000","97801344"
"383310","에코프로에이치엔","중견기업부","71700","-3200","-4.27","74700","74800","70800","381434","27498375900","1097363624400","15304932"
"038110","에코플라스틱","우량기업부","4890","-85","-1.71","4915","4980","4830","685992","3351919255","201318219300","41169370"
"073540","에프알텍","벤처기업부","2220","75","3.50","2145","2285","2140","33626","74043985","25308000000","11400000"
"064850","에프앤가이드","벤처기업부","5770","10","0.17","5760","5800","5720","7358","42353750","69701600000","12080000"
"036810","에프에스티","우량기업부","23450","100","0.43","23050","23700","22900","105028","2449877750","510196702050","21756789"
"173940","에프엔씨엔터","중견기업부","4065","-65","-1.57","4190","4190","4040","15024","61019635","62571764520","15392808"
"083500","에프엔에스테크","벤처기업부","12240","-430","-3.39","12550","12550","11860","177107","2172195420","104966837280","8575722"
"054940","엑사이엔씨","중견기업부","786","-7","-0.88","793","793","780","78958","62080240","26074408728","33173548"
"043090","엑서지21","투자주의환기종목(소속부없음)","419","-3","-0.71","425","429","410","374369","156571053","29187381199","69659621"
"950130","엑세스바이오","외국기업(소속부없음)","7400","-250","-3.27","7650","7650","7350","124874","930528590","269107267800","36365847"
"205100","엑셈","벤처기업부","2390","-40","-1.65","2430","2455","2385","607765","1466669420","171992600090","71963431"
"356680","엑스게이트","벤처기업부","5690","-130","-2.23","5830","5840","5680","242202","1389290260","162412469480","28543492"
"070300","엑스큐어","벤처기업부","2665","-15","-0.56","2680","2680","2630","12229","32447500","19630587210","7366074"
"317770","엑스페릭스","벤처기업부","5430","210","4.02","5220","5490","5160","297854","1605372450","123704120580","22781606"
"092870","엑시콘","우량기업부","27300","-650","-2.33","26950","27900","26000","1937689","52468509600","296172158100","10848797"
"317870","엔바이오니아","기술성장기업부","19740","-310","-1.55","20100","20150","19320","31144","612122350","167923245000","8506750"
"067570","엔브이에이치코리아","중견기업부","2500","-40","-1.57","2560","2560","2490","328690","825014315","105425000000","42170000"
"236810","엔비티","기술성장기업부","6930","-140","-1.98","6980","7050","6850","86631","600380640","117639702180","16975426"
"333620","엔시스","벤처기업부","9200","-310","-3.26","9510","9510","9170","26266","243090760","97118364800","10556344"
"101400","엔시트론","중견기업부","596","-5","-0.83","601","601","585","236858","140219366","35274989504","59186224"
"391060","엔에이치스팩20호","SPAC(소속부없음)","10260","30","0.29","10230","10260","10230","37266","381816610","52326000000","5100000"
"422040","엔에이치스팩23호","SPAC(소속부없음)","2140","-10","-0.47","2160","2160","2120","22095","47083430","15322400000","7160000"
"437780","엔에이치스팩24호","SPAC(소속부없음)","2165","15","0.70","2150","2165","2140","3566","7648925","10889950000","5030000"
"438580","엔에이치스팩25호","SPAC(소속부없음)","2325","10","0.43","2310","2350","2310","24138","55966355","7021500000","3020000"
"439410","엔에이치스팩26호","SPAC(소속부없음)","2055","-5","-0.24","2060","2060","2045","22089","45242920","18084000000","8800000"
"440820","엔에이치스팩27호","SPAC(소속부없음)","2065","0","0.00","2075","2075","2060","8448","17421830","16107000000","7800000"
"451700","엔에이치스팩29호","SPAC(소속부없음)","2020","10","0.50","2015","2020","2005","31535","63492710","28987000000","14350000"
"466910","엔에이치스팩30호","SPAC(소속부없음)","2020","0","0.00","2010","2025","2010","41544","83933855","18382000000","9100000"
"265740","엔에프씨","중견기업부","8310","50","0.61","8260","8350","8240","4520","37471820","74223258000","8931800"
"354200","엔젠바이오","기술성장기업부","4700","-10","-0.21","4730","4750","4630","14295","67341015","60579366900","12889227"
"419080","엔젯","기술성장기업부","13000","-360","-2.69","13020","13220","12860","45419","588349050","136731621000","10517817"
"208860","엔지스테크널러지","투자주의환기종목(소속부없음)","2205","0","0.00","0","0","0","0","0","25233717915","11443863"
"183490","엔지켐생명과학","기술성장기업부","1657","-3","-0.18","1660","1681","1641","93842","155025631","140953636234","85065562"
"182400","엔케이맥스","기술성장기업부","1950","54","2.85","1896","2295","1896","8262651","17525852157","166761720450","85518831"
"348370","엔켐","벤처기업부","231000","-1500","-0.65","230000","244000","220000","633589","145296237000","4233644184000","18327464"
"058450","엔터파트너즈","중견기업부","3000","75","2.56","2855","3000","2850","43950","129368500","34639860000","11546620"
"069410","엔텔스","벤처기업부","5120","-110","-2.10","5180","5250","5120","54096","279453190","52453498880","10244824"
"227950","엔투텍","중견기업부","786","28","3.69","752","793","738","1571945","1212064800","81410366580","103575530"
"291230","엔피","중견기업부","3075","-60","-1.91","3110","3165","3065","188751","581906555","135556433475","44083393"
"198080","엔피디","중견기업부","2420","-65","-2.62","2450","2505","2395","167178","405236270","52115147700","21535185"
"048830","엔피케이","중견기업부","1752","18","1.04","1734","1765","1731","48431","84593675","32804313096","18723923"
"096870","엘디티","벤처기업부","2840","5","0.18","2805","2875","2790","10060","28356600","18966656000","6678400"
"290650","엘앤씨바이오","벤처기업부","23200","-650","-2.73","23650","23900","23100","123108","2870483500","526289471200","22684891"
"156100","엘앤케이바이오","벤처기업부","8420","120","1.45","8290","8510","8100","46423","384961330","167867376060","19936743"
"073110","엘엠에스","중견기업부","6110","30","0.49","6010","6130","6010","13431","81713460","54353063050","8895755"
"083310","엘오티베큠","우량기업부","21650","-550","-2.48","22050","22150","21350","345332","7489687350","385587214450","17810033"
"037950","엘컴텍","중견기업부","1349","46","3.53","1313","1367","1312","2961532","3951451587","113919703131","84447519"
"170920","엘티씨","벤처기업부","14030","-280","-1.96","14420","14470","13740","87954","1241639720","137572848600","9805620"
"058630","엠게임","우량기업부","5780","-60","-1.03","5830","5860","5720","87221","503907620","112963609060","19543877"
"058970","엠로","기술성장기업부","57600","2900","5.30","54600","58800","53700","153925","8785499200","645818112000","11212120"
"019590","엠벤처투자","중견기업부","965","50","5.46","919","1010","896","1899379","1821761357","109977713030","113966542"
"169330","엠브레인","중견기업부","2940","40","1.38","2925","2995","2850","15556","44923910","53675338920","18256918"
"373170","엠아이큐브솔루션","벤처기업부","13500","-20","-0.15","13390","13740","13130","9406","126686830","67334355000","4987730"
"179290","엠아이텍","우량기업부","6570","140","2.18","6480","6660","6270","124153","804406980","212182604460","32295678"
"009780","엠에스씨","우량기업부","5020","-10","-0.20","5050","5050","5000","5978","29987230","88352000000","17600000"
"123040","엠에스오토텍","중견기업부","5040","-30","-0.59","5080","5080","5010","119570","602529770","230117716080","45658277"
"323230","엠에프엠코리아","중견기업부","610","-24","-3.79","580","637","540","5120326","3052308014","26396525730","43272993"
"032790","엠젠솔루션","벤처기업부","1372","-52","-3.65","1420","1420","1372","163197","226249396","57290004436","41756563"
"033160","엠케이전자","우량기업부","13570","110","0.82","13360","13740","13220","169482","2274454520","299440111670","22066331"
"347890","엠투아이","벤처기업부","7670","-30","-0.39","7700","7730","7590","43521","331868660","129724274680","16913204"
"033310","엠투엔","중견기업부","2895","35","1.22","2870","2900","2805","78829","225078670","116790758745","40342231"
"259630","엠플러스","벤처기업부","11260","-300","-2.60","11560","11660","11170","69641","784310610","138299846520","12282402"
"060850","영림원소프트랩","벤처기업부","8930","-10","-0.11","8940","9000","8790","6697","59340940","72609830000","8131000"
"143540","영우디에스피","벤처기업부","831","-29","-3.37","860","873","831","144485","121746017","37062512745","44599895"
"036560","영풍정밀","우량기업부","11920","-130","-1.08","12040","12040","11870","35280","420555910","187740000000","15750000"
"265560","영화테크","벤처기업부","8980","-10","-0.11","9110","9110","8930","11122","99847210","95997816400","10690180"
"036000","예림당","중견기업부","1800","3","0.17","1780","1812","1770","12525","22499500","41461698600","23034277"
"250930","예선테크","벤처기업부","709","10","1.43","699","710","698","32984","23124658","23397311960","33000440"
"053280","예스24","우량기업부","5020","65","1.31","4895","5030","4890","98183","487547240","125500000000","25000000"
"122640","예스티","벤처기업부","20800","600","2.97","19660","21250","19250","438882","8891384930","396122313600","19044342"
"900300","오가닉티코스메틱","투자주의환기종목(소속부없음)","77","-1","-1.28","78","80","76","4331615","334607066","18885288037","245263481"
"045060","오공","우량기업부","3010","-50","-1.63","3020","3055","3010","10552","31889100","50995341740","16941974"
"080520","오디텍","벤처기업부","4660","-15","-0.32","4630","4720","4610","23982","111178345","54739197940","11746609"
"039830","오로라","우량기업부","6720","20","0.30","6710","6750","6650","13428","89896240","72326620800","10762890"
"322310","오로스테크놀로지","벤처기업부","32800","-50","-0.15","32150","34100","32150","144905","4820880950","307222577600","9366542"
"046120","오르비텍","중견기업부","3450","-45","-1.29","3505","3505","3425","221493","765305690","93387442800","27068824"
"014940","오리엔탈정공","우량기업부","3345","-5","-0.15","3315","3505","3270","1344286","4523318950","152443896045","45573661"
"065500","오리엔트정공","중견기업부","1327","-103","-7.20","1420","1420","1311","344156","465138972","42122844224","31742912"
"010470","오리콤","우량기업부","8420","-60","-0.71","8410","8570","8330","35795","301844840","100829921000","11975050"
"417860","오브젠","기술성장기업부","17760","320","1.83","17420","18280","17140","28555","503062050","69350136000","3904850"
"352910","오비고","기술성장기업부","8120","-120","-1.46","8210","8240","8090","20280","164651270","99021840960","12194808"
"053980","오상자이엘","우량기업부","5070","-70","-1.36","5100","5180","5000","129666","656711490","96242709810","18982783"
"036220","오상헬스케어","벤처기업부","25200","-1000","-3.82","25950","28200","24850","1494353","39633954050","355431283200","14104416"
"052420","오성첨단소재","중견기업부","1391","0","0.00","1382","1393","1377","193695","267792095","116847687541","84002651"
"241790","오션브릿지","우량기업부","11900","-170","-1.41","12070","12070","11800","32422","386319150","119031344600","10002634"
"039200","오스코텍","벤처기업부","27250","-750","-2.68","27900","28600","26800","549468","15042990850","1035335546250","37993965"
"226400","오스테오닉","기술성장기업부","4980","-50","-0.99","5010","5060","4940","122743","610874715","102894772980","20661601"
"031510","오스템","중견기업부","1728","16","0.93","1701","1728","1690","21276","36333337","48384000000","28000000"
"368970","오에스피","벤처기업부","5020","-120","-2.33","5070","5070","4990","10968","54908555","46917723200","9346160"
"138080","오이솔루션","우량기업부","12830","-440","-3.32","13290","13290","12830","109401","1411698580","136307138850","10624095"
"080580","오킨스전자","우량기업부","10860","120","1.12","10540","10890","10350","204165","2172566740","191997176280","17679298"
"067170","오텍","중견기업부","4155","-20","-0.48","4105","4230","4095","21917","90895660","63952118775","15391605"
"353590","오토앤","중견기업부","6230","-110","-1.74","6270","6350","6200","52290","325614330","80214801100","12875570"
"173130","오파스넷","중견기업부","10230","90","0.89","10070","10690","10020","152675","1584169470","121332198900","11860430"
"440320","오픈놀","기술성장기업부","7000","-50","-0.71","7050","7150","6960","44545","313678010","68635000000","9805000"
"049480","오픈베이스","우량기업부","2500","15","0.60","2470","2500","2445","121030","299478595","78555957500","31422383"
"394280","오픈엣지테크놀로지","기술성장기업부","31950","1250","4.07","30000","32050","29500","1098324","34142958700","694126849500","21725410"
"309930","오하임앤컴퍼니","중견기업부","3855","100","2.66","3755","3880","3725","103699","394946305","82016628450","21275390"
"244460","올리패스","투자주의환기종목(소속부없음)","490","-44","-8.24","531","531","490","813791","407116612","15117677470","30852403"
"226950","올릭스","기술성장기업부","16430","-110","-0.67","17070","17500","16100","173307","2885570080","270450796130","16460791"
"057540","옴니시스템","중견기업부","842","0","0.00","840","845","835","93364","78501926","51740356910","61449355"
"131030","옵투스제약","우량기업부","5740","-80","-1.37","5830","5830","5620","34638","197788350","92719149880","16153162"
"082210","옵트론텍","중견기업부","4115","215","5.51","3900","4120","3805","212546","853260590","105447574550","25625170"
"109080","옵티시스","벤처기업부","9630","0","0.00","9670","9680","9600","3073","29618340","54274680000","5636000"
"380540","옵티코어","벤처기업부","1292","-8","-0.62","1300","1310","1271","82432","106171012","37205848032","28797096"
"153710","옵티팜","기술성장기업부","6310","90","1.45","6280","6360","6170","8291","51690350","92567434980","14669958"
"321820","와이더플래닛","기술성장기업부","15380","-860","-5.30","16000","16010","15350","443675","6902836640","205576154800","13366460"
"432430","와이랩","기술성장기업부","13160","740","5.96","12290","13280","12070","634136","8151432870","210755031200","16014820"
"338840","와이바이오로직스","기술성장기업부","11950","140","1.19","11850","12230","11530","270041","3216119490","176414575700","14762726"
"122990","와이솔","우량기업부","7720","-70","-0.90","7780","7780","7620","46580","358906550","217603184520","28186941"
"112290","와이씨켐","기술성장기업부","14900","-800","-5.10","15550","15600","14900","298585","4518769920","150647120500","10110545"
"232140","와이아이케이","우량기업부","7220","350","5.09","6720","7260","6710","3591514","25568806470","592367427000","82045350"
"065530","와이어블","중견기업부","1866","-27","-1.43","1880","1896","1862","78510","146791828","98636760000","52860000"
"067900","와이엔텍","우량기업부","7100","-40","-0.56","7120","7120","7030","37423","264784440","129217578900","18199659"
"007530","와이엠","중견기업부","2765","35","1.28","2730","2775","2730","9664","26492635","53017359780","19174452"
"155650","와이엠씨","우량기업부","4940","-50","-1.00","4985","5050","4920","42744","211397370","96203328520","19474358"
"273640","와이엠텍","벤처기업부","13280","10","0.08","13120","13380","13120","11521","152189930","145628480000","10966000"
"251370","와이엠티","우량기업부","11880","-70","-0.59","11850","12000","11200","12357","145811900","193815832320","16314464"
"066430","와이오엠","중견기업부","590","-7","-1.17","597","597","582","332262","196180269","23100550840","39153476"
"193250","와이제이엠게임즈","중견기업부","761","11","1.47","752","775","721","214287","159460140","48189089897","63323377"
"273060","와이즈버즈","중견기업부","1410","-1","-0.07","1400","1423","1366","712494","996816806","71148010620","50459582"
"019210","와이지-원","우량기업부","5750","-90","-1.54","5830","5870","5730","92378","532785970","193049459250","33573819"
"122870","와이지엔터테인먼트","우량기업부","43050","-800","-1.82","44150","44150","42600","180804","7813180100","804635452950","18690719"
"332570","와이팜","벤처기업부","3220","-40","-1.23","3295","3320","3210","201850","655822535","133920659740","41590267"
"079000","와토스코리아","중견기업부","4855","55","1.15","4815","4905","4765","2478","11956065","34956000000","7200000"
"403490","우듬지팜","벤처기업부","2380","25","1.06","2360","2425","2345","510691","1220183950","106920224320","44924464"
"032820","우리기술","벤처기업부","1509","-60","-3.82","1567","1573","1507","5567418","8540198896","232113266358","153819262"
"041190","우리기술투자","우량기업부","8760","-910","-9.41","9350","9430","8700","8196893","73902518180","735840000000","84000000"
"115440","우리넷","벤처기업부","6820","-70","-1.02","6850","6900","6800","28882","197731110","73343909980","10754239"
"046970","우리로","벤처기업부","1621","0","0.00","1615","1657","1612","314000","511393516","71040323379","43824999"
"082850","우리바이오","중견기업부","2865","-5","-0.17","2870","2890","2825","548816","1562175270","138770795970","48436578"
"215360","우리산업","중견기업부","13180","-180","-1.35","13210","13250","13070","18115","238155820","120361908340","9132163"
"072470","우리산업홀딩스","중견기업부","3865","-45","-1.15","3910","3910","3770","66299","253146735","72999572965","18887341"
"073560","우리손에프앤지","우량기업부","1471","-2","-0.14","1473","1474","1468","56776","83452191","101848572853","69237643"
"037400","우리엔터프라이즈","중견기업부","1633","10","0.62","1623","1635","1617","25447","41374340","42822724018","26223346"
"153490","우리이앤엘","우량기업부","1091","3","0.28","1090","1095","1073","98866","106944890","56164680000","51480000"
"101170","우림피티에스","벤처기업부","6100","50","0.83","6100","6310","5990","272686","1673439830","82350000000","13500000"
"066590","우수AMS","중견기업부","3040","-10","-0.33","3050","3050","2990","100305","302203170","118782236160","39073104"
"103840","우양","중견기업부","4285","-5","-0.12","4290","4360","4250","58473","251262595","70130143980","16366428"
"046940","우원개발","우량기업부","3020","-20","-0.66","3040","3045","2995","36284","109263035","54584537000","18074350"
"215380","우정바이오","벤처기업부","1863","23","1.25","1841","1994","1841","102936","198030671","25410064338","13639326"
"065680","우주일렉트로","우량기업부","15810","-320","-1.98","16060","16130","15810","33130","530116830","150669300000","9530000"
"018620","우진비앤지","중견기업부","1133","-7","-0.61","1137","1147","1132","60342","68501658","32731568969","28889293"
"457550","우진엔텍","중견기업부","23900","-1300","-5.16","25700","26000","23500","807514","19645764450","221585002100","9271339"
"396470","워트","중견기업부","10100","-150","-1.46","10230","10430","9900","298494","3029615110","162812000000","16120000"
"307280","원바이오젠","벤처기업부","1840","-50","-2.65","1880","1902","1821","298778","553249054","68004583920","36959013"
"032940","원익","중견기업부","3835","-80","-2.04","3915","3945","3810","55214","212087745","69771037050","18193230"
"240810","원익IPS","우량기업부","34100","100","0.29","33050","34200","33000","197067","6667808950","1673761024100","49083901"
"074600","원익QnC","우량기업부","28800","-250","-0.86","28600","29150","28350","212276","6094392200","757094400000","26288000"
"104830","원익머트리얼즈","우량기업부","32950","-750","-2.23","33100","33550","32350","69660","2288914250","415433600000","12608000"
"014190","원익큐브","우량기업부","2005","0","0.00","2005","2025","1962","163251","325501834","70976811530","35399906"
"217820","원익피앤이","우량기업부","5850","-20","-0.34","5960","5960","5770","160227","933632290","277609170150","47454559"
"030530","원익홀딩스","우량기업부","3795","-70","-1.81","3855","3855","3785","196926","749597555","293118137895","77237981"
"012620","원일특강","우량기업부","8500","10","0.12","8450","8500","8400","19374","163476820","37400000000","4400000"
"382840","원준","벤처기업부","19110","-60","-0.31","19000","19350","18900","71075","1357857120","291839912910","15271581"
"336570","원텍","기술성장기업부","8140","-50","-0.61","8270","8380","8080","845502","6924121160","717735668100","88173915"
"376980","원티드랩","기술성장기업부","8190","250","3.15","7870","8190","7760","111093","886913170","78656628960","9603984"
"008370","원풍","우량기업부","4155","-5","-0.12","4150","4170","4130","6181","25623490","49860000000","12000000"
"008290","원풍물산","중견기업부","716","1","0.14","722","722","701","20595","14681824","29136674164","40693679"
"101160","월덱스","우량기업부","22900","50","0.22","22600","23200","22450","121613","2776231250","378101739700","16510993"
"064090","웨스트라이즈","관리종목(소속부없음)","2820","10","0.36","2810","2950","2745","25827","72372050","86144341980","30547639"
"336060","웨이버스","벤처기업부","1442","-10","-0.69","1445","1458","1432","138492","199836075","69439798400","48155200"
"095270","웨이브일렉트로","벤처기업부","5090","160","3.25","4930","5130","4860","40929","203732285","76203693040","14971256"
"065950","웰크론","우량기업부","2720","10","0.37","2710","2740","2695","93208","252899835","76789141440","28231302"
"076080","웰크론한텍","중견기업부","2410","-35","-1.43","2445","2495","2360","227813","549935490","54451915960","22594156"
"043590","웰킵스하이텍","중견기업부","1197","27","2.31","1170","1219","1142","89242","105259707","32464300239","27121387"
"196700","웹스","벤처기업부","1710","31","1.85","1674","1710","1664","39065","65577473","24562686240","14364144"
"069080","웹젠","우량기업부","16900","390","2.36","16510","16900","16310","78150","1293207110","590669939600","34950884"
"053580","웹케시","우량기업부","10500","120","1.16","10370","10630","10170","50806","533182280","143180604000","13636248"
"071460","위니아","관리종목(소속부없음)","613","0","0.00","0","0","0","0","0","22047951835","35967295"
"377460","위니아에이드","관리종목(소속부없음)","1691","0","0.00","0","0","0","0","0","26030247855","15393405"
"044340","위닉스","우량기업부","9060","-80","-0.88","9140","9150","9040","15524","140816720","161933230500","17873425"
"330350","위더스제약","우량기업부","8170","-120","-1.45","8360","8390","8160","39875","328107270","107861475630","13202139"
"348350","위드텍","우량기업부","9190","-50","-0.54","9240","9240","9110","9082","83266760","93587284000","10183600"
"112040","위메이드","우량기업부","56200","-7200","-11.36","59500","61700","53700","3941349","223303749400","1905066251200","33897976"
"101730","위메이드맥스","중견기업부","12780","-1000","-7.26","13270","13310","12520","512232","6599144130","425513831760","33295292"
"123420","위메이드플레이","우량기업부","11730","-870","-6.90","12370","12370","11550","318520","3747809300","134541246660","11469842"
"065370","위세아이텍","중견기업부","8080","-170","-2.06","8250","8360","8050","23920","194311220","59662348320","7383954"
"038620","위즈코프","벤처기업부","800","-1","-0.12","802","805","790","123276","98387062","53237172000","66546465"
"299900","위지윅스튜디오","중견기업부","2650","-115","-4.16","2725","2765","2650","2299216","6161957985","453279542600","171048884"
"036090","위지트","중견기업부","847","-38","-4.29","870","875","845","2966045","2543333064","100278264548","118392284"
"136540","윈스","우량기업부","13160","310","2.41","12820","13250","12680","46710","605536890","182452371920","13864162"
"320000","윈텍","벤처기업부","3635","-215","-5.58","3715","3780","3560","916831","3361043540","67244402980","18499148"
"097800","윈팩","중견기업부","1187","5","0.42","1180","1195","1159","306528","361511235","70726796752","59584496"
"192390","윈하이텍","벤처기업부","3585","-20","-0.55","3580","3600","3565","19256","68904615","39166092735","10924991"
"313760","윌링스","중견기업부","6750","-1170","-14.77","7920","7970","6020","1012533","6649591410","39074946750","5788881"
"335870","윙스풋","중견기업부","1508","7","0.47","1501","1528","1490","59367","89244263","25155584376","16681422"
